date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:20:33	50000/50000	---M--	200	added ('OK')	application/font-sfnt	date:Sun,%2005%20May%202024%2004:07:13%20GMT	https://opencoursehub.online/static/indigo/fonts/CrimsonText-SemiBoldItalic.667f7d9b47af.ttf	OpenCourseWeb/opencoursehub.online/static/indigo/fonts/CrimsonText-SemiBoldItalic.667f7d9b47af.ttf	(from https://opencoursehub.online/static/indigo/css/lms-main-v1.be282bf2a533.css)
13:20:34	64424/64424	---M--	200	added ('OK')	application/font-sfnt	date:Sun,%2005%20May%202024%2004:07:13%20GMT	https://opencoursehub.online/static/indigo/fonts/CrimsonText-Bold.89b16aa6c493.ttf	OpenCourseWeb/opencoursehub.online/static/indigo/fonts/CrimsonText-Bold.89b16aa6c493.ttf	(from https://opencoursehub.online/static/indigo/css/lms-main-v1.be282bf2a533.css)
13:20:35	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.52.delayed	(from https://opencoursehub.online/courses)
13:20:35	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.535aa0.delayed	(from https://opencoursehub.online/courses)
13:20:35	50132/50132	---M--	200	added ('OK')	application/font-sfnt	date:Sun,%2005%20May%202024%2004:07:13%20GMT	https://opencoursehub.online/static/indigo/fonts/CrimsonText-BoldItalic.42e41d53a8fc.ttf	OpenCourseWeb/opencoursehub.online/static/indigo/fonts/CrimsonText-BoldItalic.42e41d53a8fc.ttf	(from https://opencoursehub.online/static/indigo/css/lms-main-v1.be282bf2a533.css)
13:20:35	1163402/1163402	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2005%20May%202024%2004:07:24%20GMT	https://opencoursehub.online/static/js/discovery/discovery_factory.5a8debc42f61.js?raw	OpenCourseWeb/opencoursehub.online/static/js/discovery/discovery_factory.5a8debc42f61bdd1.js	(from https://opencoursehub.online/courses)
13:20:37	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.56.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+DL_101+2024_T1/about)
13:20:37	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.575aa0.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+DL_101+2024_T1/about)
13:20:37	195880/195880	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2005%20May%202024%2004:07:23%20GMT	https://opencoursehub.online/static/common/js/vendor/bootstrap.bundle.a52ef1b9edda.js	OpenCourseWeb/opencoursehub.online/static/common/js/vendor/bootstrap.bundle.a52ef1b9edda.js	(from https://opencoursehub.online/courses)
13:20:37	9107/9107	---M--	200	added ('OK')	image/png	date:Sun,%2005%20May%202024%2004:07:16%20GMT	https://opencoursehub.online/static/images/placeholder-faculty.4640df65662e.png	OpenCourseWeb/opencoursehub.online/static/images/placeholder-faculty.4640df65662e.png	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+DL_101+2024_T1/about)
13:20:38	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.59.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+DL_101+2024_T1/about)
13:20:38	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.5a5aa0.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+DL_101+2024_T1/about)
13:20:38	457/457	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20May%202024%2004:07:26%20GMT	https://opencoursehub.online/static/js/course_info.0e87d00513f1.js	OpenCourseWeb/opencoursehub.online/static/js/course_info.0e87d00513f1.js	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+DL_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.5c.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourse+PY101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.5d5aa0.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourse+PY101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.5e.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourse+PY101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.5f5aa0.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourse+PY101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.60.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+BC_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.615aa0.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+BC_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.62.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+BC_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.635aa0.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+BC_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.64.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+DM_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.655aa0.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+DM_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.66.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+DM_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.675aa0.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+DM_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.68.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+DSYS_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.695aa0.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+DSYS_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.6a.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+DSYS_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.6b5aa0.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+DSYS_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.6c.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+PSY_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.6d5aa0.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+PSY_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.6e.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+PSY_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.6f5aa0.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+PSY_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.70.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+LEAD_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.715aa0.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+LEAD_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.72.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+LEAD_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.735aa0.delayed	(from https://opencoursehub.online/courses/course-v1:OpenCourseX+LEAD_101+2024_T1/about)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.74.delayed	(from https://opencoursehub.online/blog)
13:20:39	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.755aa0.delayed	(from https://opencoursehub.online/blog)
13:20:40	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.77.delayed	(from https://opencoursehub.online/donate)
13:20:40	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.785aa0.delayed	(from https://opencoursehub.online/donate)
13:20:40	20747/20747	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2005%20May%202024%2004:07:13%20GMT	https://opencoursehub.online/static/indigo/images/blog.d40dd4775fda.svg	OpenCourseWeb/opencoursehub.online/static/indigo/images/blog.d40dd4775fda.svg	(from https://opencoursehub.online/blog)
13:20:41	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.7a.delayed	(from https://opencoursehub.online/tos)
13:20:41	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.7b5aa0.delayed	(from https://opencoursehub.online/tos)
13:20:41	66422/66422	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2005%20May%202024%2004:07:13%20GMT	https://opencoursehub.online/static/indigo/images/donate.591760e85d84.svg	OpenCourseWeb/opencoursehub.online/static/indigo/images/donate.591760e85d84.svg	(from https://opencoursehub.online/donate)
13:20:42	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.7d.delayed	(from https://opencoursehub.online/privacy)
13:20:42	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.7e5aa0.delayed	(from https://opencoursehub.online/privacy)
13:20:42	9617/9617	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2005%20May%202024%2004:07:13%20GMT	https://opencoursehub.online/static/indigo/images/tos.cc3e236fdc1d.svg	OpenCourseWeb/opencoursehub.online/static/indigo/images/tos.cc3e236fdc1d.svg	(from https://opencoursehub.online/tos)
13:20:43	0/-1	---M--	302	error ('')			https://opencoursehub.online/dashboard	OpenCourseWeb/opencoursehub.online/dashboard.80.delayed	(from https://opencoursehub.online/help)
13:20:43	0/-1	---M--	302	error ('')			https://opencoursehub.online/login?next=/dashboard	OpenCourseWeb/opencoursehub.online/login.815aa0.delayed	(from https://opencoursehub.online/help)
13:20:43	8539/8539	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2005%20May%202024%2004:07:13%20GMT	https://opencoursehub.online/static/indigo/images/privacy.64cc9ad7a880.svg	OpenCourseWeb/opencoursehub.online/static/indigo/images/privacy.64cc9ad7a880.svg	(from https://opencoursehub.online/privacy)
13:20:44	0/-1	---M--	500	error ('')			https://opencoursehub.online/about	OpenCourseWeb/opencoursehub.online/about.html	(from https://opencoursehub.online/)
13:20:44	12073/12073	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2005%20May%202024%2004:07:13%20GMT	https://opencoursehub.online/static/indigo/images/help.ebc5c2e66876.svg	OpenCourseWeb/opencoursehub.online/static/indigo/images/help.ebc5c2e66876.svg	(from https://opencoursehub.online/help)
13:20:44	0/-1	---M--	500	error ('')			https://opencoursehub.online/contact	OpenCourseWeb/opencoursehub.online/contact.html	(from https://opencoursehub.online/)
13:20:44	0/-1	---M--	500	error ('')			https://opencoursehub.online/about	OpenCourseWeb/opencoursehub.online/about.html	(from https://opencoursehub.online/)
13:20:44	0/-1	---M--	500	error ('')			https://opencoursehub.online/contact	OpenCourseWeb/opencoursehub.online/contact.html	(from https://opencoursehub.online/)
